,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,0.9999969005584717,0.9999451041221619,0.9998993873596191,0.9998806118965149,0.9999873638153076,1.0,0.9999606609344482,1.0,0.205967515707016,0.9555957317352295,0.999748945236206,1.0,0.9997763633728027,0.9996955990791321,0.9994552731513977,0.6806172728538513,0.99997478723526,0.9998629093170166,0.9999818205833435,0.9998778700828552,0.9999473094940186,0.9999704957008362,0.7503567337989807,0.9336212873458862,0.9056987762451172,0.7499721646308899,0.9384713768959045,0.9997523427009583,0.9999985694885254,0.8350605964660645,0.9005936980247498,0.9980259537696838,0.9999461770057678,0.9999911189079285,0.9999862313270569,0.7093809247016907,0.9983037114143372,0.9874758124351501
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999995827674866,1.0,0.9999852180480957,1.0,0.9997832775115967,0.9951789379119873,0.990041971206665,0.9886580109596252,0.9990160465240479,1.0,0.9967480301856995,1.0,0.9999997615814209,0.6862372159957886,0.9759055376052856,1.0,0.9828702807426453,0.9705306887626648,0.9530159831047058,0.9999847412109375,0.9981090426445007,0.9888829588890076,0.9985653162002563,0.9892750382423401,0.9952108263969421,1.0,0.9995924234390259,0.947178304195404,0.9852400422096252,0.9960386753082275,0.9999999403953552,0.9824815392494202,0.9998857975006104,0.9961775541305542,0.9943530559539795,0.8913998007774353,0.9956635236740112,0.9992849826812744,0.999004602432251,0.9996222257614136,0.9398401379585266,0.7560325264930725
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999015927314758,1.0,0.9966959953308105,1.0,0.9510962963104248,0.5689228773117065,0.20531901717185974,0.45079538226127625,0.7328767776489258,1.0,0.5928042531013489,1.0,1.0,1.0,0.45891889929771423,1.0,0.7856224179267883,0.8229133486747742,0.9756932854652405,1.0,0.6246194243431091,0.8850771188735962,0.6745924949645996,0.7154062986373901,0.4493224322795868,1.0,1.0,1.0,1.0,1.0,1.0,0.7943845987319946,0.9760488271713257,1.0,1.0,0.999653160572052,0.6119064688682556,0.835298478603363,0.7324044108390808,1.0,0.9986664056777954,0.9999989867210388
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9092028737068176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998624324798584,1.0,0.9957247376441956,1.0,0.9147539734840393,0.857974112033844,0.26467838883399963,0.5627835988998413,0.6600686311721802,1.0,0.3025895655155182,1.0,1.0,1.0,0.9446654915809631,1.0,0.5116361379623413,0.9356704354286194,0.9907433390617371,1.0,0.7673096656799316,0.9014411568641663,0.5082453489303589,0.6418390274047852,0.8959431052207947,1.0,1.0,1.0,1.0,1.0,1.0,0.9440116882324219,0.9623563289642334,1.0,1.0,0.9999265670776367,0.3075443208217621,0.7027546167373657,0.5879127979278564,1.0,0.9996324777603149,0.9999997019767761
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999052882194519,1.0,0.9972200393676758,1.0,0.9551715850830078,0.6319432854652405,0.3241882622241974,0.7920650839805603,0.8181543350219727,1.0,0.7656621932983398,1.0,1.0,1.0,0.791174054145813,1.0,0.8477604389190674,0.5285046696662903,0.9690355062484741,1.0,0.6736365556716919,0.463146448135376,0.7127737998962402,0.54081130027771,0.782665491104126,1.0,1.0,1.0,1.0,1.0,1.0,0.8655483722686768,0.979746401309967,1.0,1.0,0.9995990991592407,0.29988113045692444,0.8558011054992676,0.7696815133094788,1.0,0.998612105846405,0.9999976754188538
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999573826789856,1.0,0.9986198544502258,1.0,0.9760274887084961,0.5847251415252686,0.3305244743824005,0.7175890207290649,0.8964310884475708,1.0,0.8056540489196777,1.0,1.0,1.0,0.546088457107544,1.0,0.7135484218597412,0.6439816951751709,0.4107027053833008,1.0,0.842851996421814,0.792508065700531,0.8475701808929443,0.7444225549697876,0.6766907572746277,1.0,1.0,1.0,1.0,1.0,1.0,0.6352789402008057,0.9890296459197998,1.0,1.0,0.996560275554657,0.6766394376754761,0.9313564300537109,0.882964551448822,1.0,0.9935978055000305,0.9999823570251465
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999980330467224,1.0,0.9999663829803467,0.9991239309310913,0.9990146160125732,0.9985640645027161,0.9998602271080017,1.0,0.9996236562728882,1.0,0.9997236728668213,0.891221821308136,0.997024416923523,1.0,0.9978541731834412,0.9956713914871216,0.9949219226837158,0.8568400144577026,0.9997318387031555,0.998485267162323,0.9998065829277039,0.9987987875938416,0.9992997050285339,1.0,0.9825239181518555,0.8119328618049622,0.6729993224143982,0.9205013513565063,0.999988853931427,0.9963687658309937,0.9999852180480957,0.8433181047439575,0.9477667808532715,0.9723264575004578,0.9994379281997681,0.9998988509178162,0.999813973903656,0.9689462780952454,0.9811920523643494,0.9096221327781677
28,1.0,1.0,1.0,1.0,1.0,1.0,0.9999995231628418,1.0,0.9985195398330688,1.0,0.9466797709465027,1.0,0.5110853910446167,0.9919812083244324,0.9985576272010803,0.998837411403656,0.8475555181503296,1.0,0.9787490367889404,1.0,1.0,1.0,0.9999086260795593,1.0,0.9998548626899719,0.9999309182167053,0.9999926090240479,1.0,0.33838462829589844,0.9996881484985352,0.8744286298751831,0.9995619058609009,0.9760793447494507,1.0,1.0,1.0,1.0,1.0,1.0,0.9998652935028076,0.5427359342575073,1.0,1.0,0.9999999403953552,0.9943018555641174,0.5082546472549438,0.8845654726028442,1.0,0.9999997615814209,1.0
29,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,0.9998126029968262,1.0,0.9937534928321838,1.0,0.9042422771453857,0.8615529537200928,0.9264847040176392,0.9856065511703491,0.7796180844306946,1.0,0.9331836700439453,1.0,1.0,1.0,0.9906719923019409,1.0,0.9934419393539429,0.9782001376152039,0.9974622130393982,1.0,0.939457893371582,0.3136986196041107,0.7643627524375916,0.8253613710403442,0.9862858653068542,1.0,1.0,1.0,1.0,1.0,1.0,0.9912351965904236,0.9556102752685547,1.0,1.0,0.9999533295631409,0.5549715161323547,0.8117600083351135,0.7772216200828552,1.0,0.9999215602874756,0.9999998211860657
30,1.0,1.0,1.0,1.0,1.0,1.0,0.999999463558197,1.0,0.9984650611877441,1.0,0.9554986357688904,1.0,0.24449482560157776,0.9908151030540466,0.9980785250663757,0.9988107681274414,0.4054409861564636,1.0,0.9588953256607056,1.0,1.0,1.0,0.999946117401123,1.0,0.9998342990875244,0.9999644160270691,0.9999949932098389,1.0,0.9189185500144958,0.9992546439170837,0.09217315912246704,0.9992304444313049,0.9910133481025696,1.0,1.0,1.0,1.0,1.0,1.0,0.9999337792396545,0.6546663045883179,1.0,1.0,1.0,0.9779619574546814,0.18445509672164917,0.23859116435050964,1.0,0.9999998211860657,1.0
31,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,0.9997944831848145,1.0,0.992588222026825,1.0,0.8811756372451782,0.9830264449119568,0.9222146272659302,0.9764129519462585,0.6020703911781311,1.0,0.8151123523712158,1.0,1.0,1.0,0.9963011145591736,1.0,0.9868437051773071,0.9930744171142578,0.9992985129356384,1.0,0.9703848361968994,0.849593997001648,0.7479519844055176,0.456788033246994,0.9930078387260437,1.0,1.0,1.0,1.0,1.0,1.0,0.9966603517532349,0.948694109916687,1.0,1.0,0.9999890923500061,0.5206801891326904,0.7010160088539124,0.8297181725502014,1.0,0.9999690055847168,1.0
32,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,0.9994568228721619,1.0,0.9807124137878418,1.0,0.624379575252533,0.9799933433532715,0.9878450632095337,0.9942271709442139,0.7576155662536621,1.0,0.8936280012130737,1.0,1.0,1.0,0.9993122220039368,1.0,0.998785674571991,0.9996266961097717,0.9998753070831299,1.0,0.72340989112854,0.9991046786308289,0.6893061995506287,0.9980796575546265,0.6578954458236694,1.0,1.0,1.0,1.0,1.0,1.0,0.9992278814315796,0.7918900847434998,1.0,1.0,0.9999988675117493,0.9828047156333923,0.3480844795703888,0.7293952107429504,1.0,0.9999977946281433,1.0
33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,0.9999978542327881,0.9999973177909851,0.9999959468841553,0.9999995827674866,0.9999611973762512,0.9999988079071045,0.9999961853027344,0.9445006847381592,0.9990237355232239,0.9999923706054688,1.0,0.9999940395355225,0.9999913573265076,0.9999848008155823,0.9892741441726685,0.9999992847442627,0.9999961256980896,0.9999995231628418,0.9999969601631165,0.9999982714653015,0.21380451321601868,0.9853248596191406,0.9981706142425537,0.9974802732467651,0.9934452176094055,0.7615358829498291,0.9999921321868896,1.0,0.9960308074951172,0.9967513084411621,0.9999408721923828,0.9999985694885254,0.9999997615814209,0.9999995231628418,0.9929938912391663,0.999957799911499,0.9997200965881348
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999983310699463,1.0,0.9999735355377197,0.9992826581001282,0.9990048408508301,0.9984500408172607,0.9998757839202881,1.0,0.9996105432510376,1.0,0.9997920989990234,0.7552338242530823,0.9973089694976807,1.0,0.9977568984031677,0.9964372515678406,0.9948337078094482,0.9982725381851196,0.999765932559967,0.9987924098968506,0.9998356699943542,0.9989895820617676,0.9994018077850342,1.0,0.583968460559845,0.8965312242507935,0.926889181137085,0.9558148384094238,0.9998049139976501,0.9975082874298096,0.9999867081642151,0.9631475806236267,0.9912263751029968,0.9798818230628967,0.9994866251945496,0.9999116063117981,0.9998683929443359,0.9991835951805115,0.9834499955177307,0.9102115035057068
35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999463558197,1.0,0.9999826550483704,1.0,0.999697208404541,0.9932434558868408,0.9866785407066345,0.9854696393013,0.9988431334495544,1.0,0.9959971308708191,1.0,0.9999999403953552,0.9725648760795593,0.9692903161048889,1.0,0.9766376614570618,0.9662030935287476,0.9391627907752991,0.9999923706054688,0.9973203539848328,0.9853284358978271,0.9981076121330261,0.9844099283218384,0.9936177134513855,1.0,0.9998548626899719,0.8356550931930542,0.9920998811721802,0.9979107975959778,1.0,0.9695849418640137,0.9998365044593811,0.9981566071510315,0.9982255697250366,0.8026381134986877,0.9940786361694336,0.9990015029907227,0.9984838366508484,0.9997487664222717,0.8847581744194031,0.5506868362426758
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999995231628418,1.0,0.9999839663505554,1.0,0.9997832179069519,0.9934030771255493,0.991074800491333,0.9890468120574951,0.9989477396011353,1.0,0.9966223835945129,1.0,0.9999997615814209,0.8760640025138855,0.9706657528877258,1.0,0.9801144003868103,0.9649924635887146,0.9465137720108032,0.9999432563781738,0.9974207878112793,0.9861282110214233,0.9984304904937744,0.9896018505096436,0.9948489665985107,1.0,0.9996989369392395,0.8945170640945435,0.8913841247558594,0.9946672320365906,0.9999999403953552,0.9759271740913391,0.9998579025268555,0.9930561780929565,0.992320716381073,0.8651727437973022,0.9949691891670227,0.9992083311080933,0.9988210797309875,0.9994992613792419,0.8929515480995178,0.6590230464935303
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998211860657,1.0,0.9999942779541016,1.0,0.9999005794525146,0.9975056052207947,0.996553361415863,0.9949262142181396,0.9995843768119812,1.0,0.9987720847129822,1.0,0.9999945759773254,0.80419921875,0.9886988401412964,1.0,0.9919271469116211,0.9890736937522888,0.9802148938179016,0.9988835453987122,0.9991503953933716,0.9948218464851379,0.9993431568145752,0.9954481720924377,0.9978750944137573,1.0,0.9966719746589661,0.6895889043807983,0.716296374797821,0.8148823976516724,0.9999971985816956,0.9915050864219666,0.9999570250511169,0.9036387801170349,0.9216041564941406,0.9360032081604004,0.9980742335319519,0.9996712803840637,0.9994880557060242,0.9912680983543396,0.9396369457244873,0.6131458878517151
38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998211860657,1.0,0.9999980330467224,0.9999566078186035,0.9999309182167053,0.9999043345451355,0.9999921321868896,1.0,0.9999720454216003,1.0,0.9688085317611694,0.9795559644699097,0.9998000264167786,1.0,0.9998536109924316,0.9997656345367432,0.9996888637542725,0.9896407127380371,0.9999845027923584,0.999906599521637,0.9999876022338867,0.9999253153800964,0.9999611973762512,0.9998622536659241,0.8638712167739868,0.9761063456535339,0.979252278804779,0.910377562046051,0.1549757719039917,0.9998182654380798,0.9999991059303284,0.9742344617843628,0.9667267799377441,0.9989174604415894,0.9999618530273438,0.9999938607215881,0.9999896883964539,0.9859429597854614,0.9988778829574585,0.992743194103241
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998859763145447,1.0,0.996367871761322,1.0,0.9396726489067078,0.37065762281417847,0.40510082244873047,0.6179393529891968,0.7316035032272339,1.0,0.5924770832061768,1.0,1.0,1.0,0.8016659021377563,1.0,0.9048188924789429,0.906897246837616,0.9907302856445312,1.0,0.5711379051208496,0.9350441694259644,0.5975589752197266,0.8893123269081116,0.4016440212726593,1.0,1.0,1.0,1.0,1.0,1.0,0.6184388399124146,0.9715036153793335,1.0,1.0,0.9996076226234436,0.6647680997848511,0.814408004283905,0.6707863807678223,1.0,0.999335527420044,0.9999992847442627
40,1.0,1.0,1.0,1.0,1.0,1.0,0.9999902248382568,1.0,0.9721249341964722,1.0,0.28865936398506165,1.0,0.9611469507217407,0.9999990463256836,0.9999997615814209,0.9999998211860657,0.9997161030769348,1.0,0.9999838471412659,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,0.9999544620513916,0.9999999403953552,0.999722957611084,0.9999998211860657,0.9999980926513672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.041892409324645996,1.0,1.0,1.0,0.9999966621398926,0.9977012276649475,0.999833881855011,1.0,1.0,1.0
41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997615814209,1.0,0.9999935626983643,1.0,0.9999055862426758,0.9978042244911194,0.9967377781867981,0.995057225227356,0.9996012449264526,1.0,0.9987157583236694,1.0,0.999993085861206,0.7254391312599182,0.9895122647285461,1.0,0.9924566745758057,0.9884390234947205,0.9750487804412842,0.998874306678772,0.999110996723175,0.995061457157135,0.9994210600852966,0.9955659508705139,0.9978253841400146,1.0,0.9943106174468994,0.5817021131515503,0.4478045701980591,0.9192383289337158,0.9999989867210388,0.9903326630592346,0.9999551773071289,0.7030521631240845,0.8954068422317505,0.9130023717880249,0.9981494545936584,0.9997051358222961,0.9994989037513733,0.9898691773414612,0.9332900047302246,0.5182855725288391
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997019767761,1.0,0.9999893307685852,1.0,0.9998118877410889,0.9956810474395752,0.9939607977867126,0.9931704998016357,0.9992852210998535,1.0,0.997077465057373,1.0,0.9999992847442627,0.9745026230812073,0.985947847366333,1.0,0.9875572919845581,0.9810044765472412,0.963051974773407,0.9998579025268555,0.998631477355957,0.9924996495246887,0.9988060593605042,0.9938313961029053,0.9966983795166016,1.0,0.9996715188026428,0.920836329460144,0.9267253875732422,0.9852256774902344,0.9999997615814209,0.985832691192627,0.9999105930328369,0.9818437695503235,0.8633347153663635,0.9380767941474915,0.9969956278800964,0.9994754195213318,0.9991320967674255,0.9951565861701965,0.9337761402130127,0.5673452615737915
43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999879002571106,1.0,0.9995618462562561,1.0,0.9924570918083191,0.8355567455291748,0.7641141414642334,0.8216288089752197,0.9690343141555786,1.0,0.9399227499961853,1.0,1.0,0.9999966621398926,0.6201856136322021,1.0,0.8747730255126953,0.47691547870635986,0.738379180431366,1.0,0.9441617727279663,0.658627986907959,0.9568889737129211,0.7611213326454163,0.866134762763977,1.0,1.0,0.9999978542327881,0.9999991059303284,1.0,1.0,0.7618577480316162,0.9959074854850769,0.9999998211860657,0.9999997615814209,0.7398210763931274,0.8586705923080444,0.9768041372299194,0.9681761264801025,1.0,0.9238612055778503,0.9993724226951599
